GDAY_DS,T_ID,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,득점권_타율
20200829,NC,39,35,9,14,3,0,2,23,8,1,3,3,1,1,4,1,0,0,.300
20200829,OB,38,35,5,11,3,0,1,17,5,2,1,3,0,0,3,0,0,0,.167
20200829,SK,37,35,5,9,0,0,2,15,5,0,0,2,0,0,5,1,0,0,.167
20200829,SS,40,37,5,10,2,0,0,12,5,1,0,2,0,0,10,0,1,0,.400
20200829,WO,35,30,4,8,2,0,0,10,4,0,0,3,0,0,3,3,1,1,.429
20200830,HH,35,33,2,6,1,0,0,7,2,1,0,2,0,0,6,0,0,0,.200
20200830,HT,78,67,12,20,3,0,1,26,12,1,0,7,1,0,9,2,2,1,.308
20200830,KT,87,71,13,17,3,1,2,28,12,1,1,14,0,0,17,0,1,1,.353
20200830,LG,37,30,4,8,2,0,1,13,4,2,0,6,0,1,6,1,1,0,.250
20200830,LT,37,34,6,10,3,0,0,13,5,2,0,3,0,0,6,1,0,0,.333
20200830,NC,38,28,7,7,2,1,0,11,6,0,0,7,1,1,5,0,1,1,.571
20200830,OB,32,31,1,7,1,0,0,8,1,0,1,0,1,0,5,2,0,0,.143
20200830,SK,37,33,4,7,1,0,3,17,4,0,0,3,0,0,7,0,1,0,.000
20200830,SS,37,34,2,10,0,0,0,10,2,2,0,1,0,0,5,1,1,1,.250
20200830,WO,37,34,3,11,1,1,0,14,3,3,1,3,0,0,4,1,0,0,.083
20200901,HH,29,29,0,3,0,0,0,3,0,0,0,0,0,0,9,1,0,0,
20200901,HT,40,31,6,9,2,0,1,14,6,0,1,9,0,0,9,0,0,0,.250
20200901,KT,41,37,11,14,2,0,2,22,10,2,0,3,0,0,7,1,1,0,.417
20200901,LG,49,38,13,11,3,0,3,23,12,0,0,8,1,1,10,0,1,1,.333
20200901,LT,35,29,2,6,1,0,0,7,2,0,1,6,0,0,3,2,0,0,.250
20200901,NC,38,32,5,10,2,0,1,15,5,0,1,4,0,0,10,1,0,2,.143
20200901,OB,36,33,4,10,2,0,0,12,4,1,0,2,0,0,5,1,0,1,.364
20200901,SK,42,35,5,10,0,0,0,10,5,1,0,6,0,1,8,1,0,1,.417
20200901,SS,31,30,0,4,0,0,0,4,0,0,0,1,0,0,5,2,0,0,.000
20200901,WO,35,33,2,6,2,0,0,8,2,0,0,2,0,0,7,0,0,0,.200
20200902,NC,38,34,4,9,3,0,1,15,4,0,0,2,2,0,5,2,0,0,.429
20200902,WO,41,31,6,7,2,0,0,9,6,1,0,7,3,0,7,0,0,0,.385
20200903,HH,44,38,5,11,2,0,1,16,3,0,1,4,2,0,8,0,0,0,.154
20200903,HT,38,36,4,10,1,0,2,17,4,0,0,1,0,0,7,0,1,0,.250
20200903,KT,38,34,6,12,3,0,0,15,6,1,1,4,0,0,6,1,0,0,.400
20200903,LG,35,32,6,9,1,0,1,13,6,0,1,2,0,0,8,2,1,0,.333
20200903,LT,33,30,3,5,2,0,0,7,3,1,1,2,1,0,6,1,0,0,.500
20200903,NC,43,40,5,16,2,0,0,18,4,3,0,2,1,0,11,2,0,0,.286
20200903,OB,41,38,10,10,3,1,3,24,8,1,0,3,0,0,4,1,0,0,.182
20200903,SK,37,32,2,8,1,0,0,9,2,1,0,5,0,0,2,2,0,0,.222
20200903,SS,41,35,11,16,5,1,1,26,11,1,1,4,0,0,6,2,1,1,.583
20200903,WO,40,34,6,9,0,0,1,12,6,2,1,5,0,0,8,0,0,1,.429
20200904,HH,40,30,7,10,1,0,0,11,7,0,1,7,0,0,7,0,3,0,.455
20200904,HT,80,71,13,18,5,0,2,29,12,1,0,6,1,0,18,2,2,0,.316
20200904,KT,81,68,17,22,5,0,5,42,16,2,2,12,0,0,10,1,0,1,.217
20200904,LG,57,46,5,13,3,1,0,18,5,2,0,8,1,1,14,1,2,0,.167
20200904,LT,74,63,12,19,0,0,2,25,10,1,0,7,2,0,14,5,0,2,.267
20200904,NC,55,46,5,13,1,0,0,14,5,3,1,4,3,1,15,0,1,1,.417
20200904,OB,38,32,5,8,1,0,0,9,4,0,0,5,0,0,12,2,0,1,.333
20200904,SK,71,66,7,15,2,0,3,26,7,0,1,2,1,0,12,0,1,1,.429
20200904,SS,48,37,12,16,3,0,2,25,12,1,0,9,0,0,3,2,0,2,.389
20200904,WO,36,32,1,6,1,0,0,7,1,2,0,4,0,0,8,0,0,0,.100
20200905,HH,37,33,4,8,2,0,1,13,4,0,0,3,0,0,11,1,0,1,.000
20200905,HT,44,36,5,13,4,0,0,17,5,0,1,6,0,0,5,1,2,0,.231
20200905,KT,44,37,8,11,1,0,2,18,8,0,0,5,1,0,8,0,1,0,.333
20200905,OB,38,29,5,6,1,0,0,7,5,0,1,9,0,0,5,0,0,0,.222
20200905,SK,32,30,1,5,0,0,1,8,1,0,0,1,1,0,7,1,0,0,
20200905,WO,32,32,1,5,1,0,0,6,1,0,0,0,0,0,7,0,0,0,.200
20200906,HH,36,36,4,10,1,0,2,17,4,0,0,0,0,0,13,0,0,0,.250
20200906,HT,41,35,8,10,5,0,1,18,8,0,1,3,1,0,9,0,1,1,.364
20200906,KT,45,38,8,12,2,0,0,14,7,0,0,4,1,1,6,1,1,1,.462
20200906,LG,44,42,7,14,4,0,2,24,6,0,0,1,0,1,8,0,1,0,.222
20200906,LT,33,29,1,3,1,0,0,4,1,0,0,4,0,0,4,1,0,0,.333
20200906,NC,33,31,3,5,0,0,1,8,3,0,0,2,0,0,10,1,0,0,1.000
20200906,OB,43,38,10,14,2,0,2,22,10,0,0,5,0,0,3,0,0,0,.444
20200906,SK,33,31,0,3,0,0,0,3,0,0,0,2,0,0,7,0,0,0,.250
20200906,SS,37,34,5,10,0,0,3,19,5,0,0,3,0,0,5,0,0,0,.250
20200906,WO,38,34,7,9,2,0,2,17,7,0,1,3,1,0,10,1,0,0,.429
20200907,LG,43,40,6,16,2,0,1,21,5,0,0,3,0,0,9,2,0,0,.455
20200907,LT,45,39,12,16,6,0,2,28,12,0,0,5,1,0,4,1,0,0,.533
20200908,HH,43,36,4,10,2,0,0,12,4,0,0,3,0,0,9,0,2,2,.250
20200908,HT,34,31,3,7,4,0,0,11,3,0,0,3,0,1,5,1,0,0,.222
20200908,KT,38,33,0,6,1,0,0,7,0,0,1,5,0,0,7,0,0,0,.000
20200908,LG,43,35,2,11,3,1,0,16,2,0,0,6,2,0,3,2,0,0,.182
20200908,LT,38,33,2,6,1,0,0,7,2,1,0,5,0,0,6,0,0,0,.222
20200908,NC,46,42,14,17,5,0,0,22,14,0,0,3,1,0,6,0,0,0,.550
20200908,OB,39,36,8,12,7,0,1,22,6,0,0,3,0,0,5,0,0,0,.273
20200908,SK,51,45,15,16,4,0,3,29,12,0,0,4,1,0,8,0,1,0,.400
20200908,SS,40,36,2,7,1,0,0,8,2,2,0,3,0,0,6,0,1,0,.143
20200908,WO,49,43,16,17,4,0,5,36,15,0,0,6,0,0,7,1,0,0,.600
20200909,HH,85,75,11,22,2,0,3,33,11,0,0,6,3,0,15,2,1,0,.300
20200909,KT,43,38,4,5,0,0,1,8,4,1,0,4,0,0,13,0,1,0,.200
20200909,LT,48,36,7,8,3,0,0,11,7,0,0,8,2,0,7,0,2,0,.200
20200909,NC,47,42,5,11,4,1,1,20,5,1,0,5,0,1,9,1,0,0,.133
20200909,OB,46,41,2,10,2,0,0,12,2,1,0,3,0,0,6,0,1,1,.143
20200909,SK,37,35,4,9,1,0,2,16,4,0,0,2,0,0,3,2,0,0,.250
20200909,SS,71,62,4,10,0,0,1,13,4,2,1,7,1,0,15,0,1,0,.182
20200909,WO,53,35,13,11,2,0,1,16,10,3,0,16,0,0,5,3,0,2,.267
20200910,HH,34,30,1,5,0,0,0,5,1,0,0,3,1,0,9,2,0,0,.167
20200910,HT,36,32,4,7,0,1,1,12,4,0,2,4,0,0,7,0,0,0,.286
20200910,KT,37,32,8,8,0,1,4,22,8,0,0,1,3,0,7,1,0,1,.333
20200910,LG,40,35,6,10,2,0,1,15,6,0,0,5,0,0,7,0,0,0,.300
20200910,LT,50,45,13,21,3,0,2,30,12,0,0,5,0,0,6,0,0,0,.368
20200910,NC,46,36,13,13,3,0,3,25,12,0,0,8,1,0,4,0,0,1,.455
20200910,OB,42,36,5,9,0,0,0,9,5,2,0,6,0,0,9,0,0,0,.357
20200910,SK,41,36,5,9,1,0,1,13,5,1,0,4,1,0,5,0,0,0,.300
20200910,SS,41,37,8,10,5,0,0,15,7,0,0,3,0,0,6,0,1,0,.235
20200910,WO,36,32,1,6,1,0,1,10,1,0,0,3,0,0,7,0,1,0,.000
20200911,HH,38,34,3,6,1,0,0,7,3,0,0,4,0,0,12,1,0,0,.125
20200911,KT,38,31,1,6,0,1,1,11,1,0,0,5,1,0,10,1,1,0,.000
20200911,LG,38,33,2,8,1,0,0,9,2,1,0,3,0,0,11,0,0,2,.200
20200911,LT,45,37,12,14,2,0,1,19,12,0,0,8,0,0,8,1,0,0,.471
20200911,NC,40,37,9,13,4,0,3,26,8,2,0,3,0,0,7,0,0,0,.385
20200911,SK,36,33,4,8,3,0,0,11,3,0,1,2,0,0,5,0,0,1,.000
20200911,SS,38,36,4,8,0,0,2,14,4,0,0,1,0,0,9,0,0,1,.000
20200911,WO,41,38,8,13,3,1,0,18,8,1,0,0,2,0,4,1,1,0,.417
20200912,HH,36,35,2,7,0,0,0,7,2,1,0,1,0,0,10,0,0,0,.200
20200912,HT,48,40,11,14,5,0,2,25,10,0,0,6,2,0,2,0,0,0,.357
20200912,KT,38,31,5,9,1,0,0,10,5,3,0,5,1,0,3,0,0,1,.286
20200912,LG,30,29,1,2,0,0,1,5,1,1,0,1,0,0,6,0,0,0,.000
20200912,LT,36,30,1,6,0,0,0,6,1,0,1,5,0,0,6,1,0,1,.000
20200912,NC,35,32,3,6,1,0,1,10,3,1,0,3,0,0,7,0,0,0,.167
20200912,OB,31,29,0,4,1,0,0,5,0,0,0,2,0,0,8,2,0,0,.000
20200912,SK,32,29,2,5,1,0,0,6,1,0,0,3,0,0,2,1,0,0,.167
20200912,SS,36,32,5,7,0,1,2,15,5,1,1,4,0,0,8,1,0,0,.250
20200912,WO,36,31,2,9,2,0,0,11,2,0,1,3,1,0,6,0,1,0,.250
20200913,HH,39,30,4,6,1,0,0,7,4,2,1,5,2,0,6,0,1,1,.333
20200913,HT,38,33,4,10,1,0,0,11,4,0,2,3,0,0,5,1,1,1,.500
20200913,KT,39,33,5,12,1,0,0,13,5,0,0,3,0,0,11,2,1,2,.250
20200913,LG,32,31,0,4,1,0,0,5,0,0,0,1,0,0,10,0,0,0,.000
20200913,LT,36,29,1,5,0,0,0,5,1,0,0,5,1,0,1,2,0,1,.000
20200913,NC,41,32,3,8,0,0,0,8,3,3,1,4,2,0,6,0,2,1,.091
20200913,OB,56,48,6,15,2,0,0,17,6,0,2,7,0,0,7,0,0,1,.167
20200913,SK,29,27,3,4,0,0,2,10,3,1,0,1,1,0,5,1,0,0,.000
20200913,SS,51,42,11,18,1,1,1,24,9,2,0,5,0,0,5,0,2,2,.313
20200913,WO,60,49,6,13,1,0,0,14,6,2,0,10,1,1,15,0,0,0,.278
20200915,HH,45,38,6,11,1,0,0,12,6,0,0,5,2,0,10,2,0,0,.286
20200915,HT,34,29,1,5,0,0,0,5,1,0,0,5,0,0,4,3,0,0,.000
20200915,KT,38,36,0,8,1,0,0,9,0,0,0,2,0,0,11,1,0,0,.000
20200915,LG,42,39,5,8,2,0,1,13,4,3,0,3,0,0,14,0,0,0,.167
20200915,LT,39,33,8,10,3,0,1,16,8,0,1,5,0,0,3,2,0,1,.364
20200915,NC,37,33,3,6,1,1,0,9,2,2,1,3,1,0,5,0,0,0,.000
20200915,OB,35,30,7,8,3,0,0,11,6,0,0,2,2,0,3,0,1,0,.444
20200915,SK,52,40,16,17,1,0,2,24,16,3,1,9,1,0,5,3,1,1,.400
20200915,SS,42,37,7,14,1,0,1,18,7,0,0,4,0,1,1,2,1,0,.300
20200915,WO,46,38,5,11,1,0,0,12,5,0,0,7,1,0,7,1,0,0,.118
20200916,HH,39,35,5,9,0,1,2,17,5,0,0,3,1,0,11,1,0,0,.200
20200916,HT,41,33,6,10,1,0,1,14,6,0,0,4,2,0,6,1,1,1,.375
20200916,KT,46,43,11,19,4,0,1,26,11,0,0,2,1,0,8,0,0,0,.421
20200916,LG,46,40,11,15,8,0,0,23,9,0,0,6,0,0,5,2,0,0,.500
20200916,LT,44,39,8,14,4,0,0,18,8,0,0,4,0,0,6,1,0,1,.500
20200916,NC,39,34,5,8,1,0,2,15,4,2,0,4,0,0,10,0,1,0,.200
20200916,OB,33,32,3,7,1,0,0,8,3,0,0,0,1,0,6,1,0,0,.667
20200916,SK,45,37,7,11,4,0,0,15,6,0,1,8,0,1,5,1,0,0,.267
20200916,SS,45,39,6,14,1,0,0,15,4,0,0,6,0,0,4,1,0,0,.250
20200916,WO,37,32,2,4,1,0,0,5,1,1,0,4,1,0,12,0,0,0,.000
20200917,HH,32,29,2,3,0,0,0,3,2,0,0,1,1,0,13,0,0,1,.333
20200917,HT,44,40,12,16,4,0,3,29,11,0,0,3,0,0,6,1,0,1,.313
20200917,KT,35,31,3,9,1,1,0,12,3,3,0,3,0,1,8,0,1,0,.167
20200917,LG,39,34,9,8,0,0,2,14,9,1,0,4,0,0,6,0,1,0,.375
20200917,LT,34,34,1,8,2,0,0,10,1,0,0,0,0,0,5,2,0,0,.222
20200917,NC,38,34,3,9,1,0,2,16,3,1,0,3,0,1,6,1,1,0,.250
20200917,OB,33,33,0,6,0,0,0,6,0,0,0,0,0,0,5,2,0,0,.000
20200917,SK,33,30,0,4,0,0,0,4,0,1,0,1,1,0,11,0,1,0,.000
20200917,SS,37,33,2,7,0,0,0,7,2,0,0,3,0,0,11,0,0,1,.167
20200917,WO,35,26,5,4,2,0,0,6,5,0,0,8,0,0,9,1,0,1,.250
20200918,HH,37,36,2,8,1,0,0,9,2,0,0,0,1,0,10,0,0,0,.250
20200918,HT,49,39,13,15,2,0,2,23,13,0,0,5,3,0,4,1,1,1,.500
20200918,KT,46,40,5,11,1,0,2,18,5,0,0,4,1,1,11,1,1,0,.222
20200918,LG,38,34,3,7,1,0,1,11,3,1,0,4,0,0,6,0,0,0,.400
20200918,LT,40,36,5,8,1,0,0,9,5,3,0,4,0,0,8,1,0,0,.250
20200918,NC,40,31,9,8,0,1,1,13,9,1,1,5,2,0,6,0,2,0,.308
20200918,OB,45,41,4,11,1,0,1,15,4,0,1,2,0,0,4,1,1,1,.250
20200918,SK,37,31,5,8,2,0,3,19,5,0,2,6,0,0,4,1,0,0,.333
20200918,SS,40,35,5,9,2,0,0,11,4,0,1,4,0,0,9,1,0,1,.182
20200918,WO,34,31,0,4,2,0,0,6,0,1,0,3,0,0,9,0,0,0,.000
20200919,HH,31,31,0,5,0,0,0,5,0,0,1,0,0,0,11,0,0,0,.000
20200919,HT,35,29,8,10,2,0,0,12,7,1,0,3,1,0,4,0,0,2,.500
20200919,KT,41,34,5,8,0,0,0,8,5,1,0,6,0,0,11,1,0,1,.333
20200919,LG,47,40,9,18,1,0,2,25,9,2,0,3,1,0,6,2,1,2,.273
20200919,LT,38,30,5,7,1,0,2,14,5,0,0,7,1,0,8,1,0,0,.500
20200919,NC,36,34,1,10,0,0,1,13,1,1,1,1,1,0,7,2,0,0,.000
20200919,OB,39,36,6,10,2,0,2,18,6,0,0,3,0,0,8,1,0,0,.200
20200919,SK,34,30,0,3,0,0,0,3,0,0,0,4,0,0,6,1,0,0,.000
20200919,SS,40,37,7,11,3,0,2,20,7,2,0,2,1,0,6,2,0,0,.375
20200919,WO,43,39,8,15,3,0,0,18,8,2,1,3,0,0,12,0,0,1,.353
20200920,HH,50,40,11,16,4,0,1,23,11,0,1,6,2,0,10,0,1,1,.467
20200920,HT,38,33,3,9,1,0,1,13,3,0,0,4,0,0,7,1,0,1,.286
20200920,KT,43,37,10,11,2,0,1,16,10,2,1,4,1,0,10,0,0,1,.308
20200920,LG,38,37,5,10,3,1,2,21,5,0,0,1,0,0,11,0,0,0,.333
20200920,LT,79,71,4,19,1,0,1,23,3,0,0,8,0,0,17,3,0,0,.182
20200920,NC,82,72,13,23,1,1,2,32,11,3,1,6,0,3,14,1,3,1,.333
20200920,OB,45,31,6,9,1,0,1,13,6,1,0,12,2,0,6,3,0,0,.188
20200920,SK,31,28,2,3,1,0,0,4,1,0,0,3,0,0,4,3,0,0,.200
20200920,SS,48,42,14,18,0,0,3,27,12,1,0,5,0,0,6,1,1,0,.381
20200920,WO,41,37,6,13,2,0,1,18,6,0,0,4,0,0,7,3,0,0,.333
