GDAY_DS,T_ID,출장,선발,완투,완봉,승,패,홀드,세,이닝,실점,자책,타자,타수,안타,2타,3타,홈런,볼넷,고4,사구,삼진,투구,WHIP
20200824,NC,4,1,0,0,0,1,0,0,8.0,8,8,41,37,14,1,0,1,4,0,0,9,158,1.80
20200825,HH,4,1,0,0,0,1,0,0,8.0,11,11,40,38,15,3,0,6,2,0,0,7,150,2.00
20200825,HT,6,1,0,0,0,0,0,0,7.1,10,8,40,34,14,1,0,3,5,0,0,2,164,1.71
20200825,KT,6,1,0,0,0,1,0,0,9.0,4,3,44,36,10,0,0,0,6,1,1,6,167,0.92
20200825,LG,4,1,0,0,0,1,0,0,8.0,4,4,31,31,7,1,0,2,0,0,0,4,114,0.00
20200825,LT,8,1,0,0,0,1,0,0,9.0,10,10,46,37,11,3,0,2,7,0,2,3,173,1.91
20200825,NC,6,1,0,0,1,0,0,0,9.0,3,3,43,37,11,1,1,0,4,0,2,9,179,0.75
20200825,OB,6,1,0,0,0,0,0,0,8.0,8,6,40,30,7,2,0,1,8,0,2,5,154,1.75
20200825,SK,6,1,0,0,1,0,0,1,9.0,8,7,43,38,11,1,0,1,4,0,0,6,175,2.14
20200825,SS,6,1,0,0,1,0,2,1,9.0,3,3,40,33,7,1,0,1,4,0,3,8,166,1.71
20200825,WO,3,1,0,0,1,0,1,1,9.0,1,1,33,32,5,2,0,0,1,0,0,7,127,0.75
20200826,HH,6,1,0,0,0,1,0,0,8.0,9,6,40,36,11,2,0,2,3,0,1,6,150,2.14
20200826,HT,6,1,0,0,1,0,3,0,9.0,5,4,43,35,11,1,0,1,6,0,0,8,172,0.75
20200826,KT,4,1,0,0,1,0,0,0,10.0,5,5,40,36,8,0,1,2,3,0,0,6,153,2.25
20200826,LG,4,1,0,0,1,0,1,1,9.0,5,5,37,35,9,0,0,1,1,0,1,6,139,1.50
20200826,LT,3,1,0,0,1,0,0,1,9.0,1,1,31,29,4,0,0,1,2,0,0,7,131,0.00
20200826,NC,5,1,0,0,1,0,1,0,9.0,5,5,39,34,7,1,0,1,2,0,3,8,156,0.82
20200826,OB,6,1,0,0,0,1,0,0,9.0,7,7,46,41,15,1,0,1,4,0,0,5,177,2.00
20200826,SK,5,1,0,0,0,1,0,0,8.0,3,3,37,28,4,0,0,0,8,0,1,4,140,2.40
20200826,SS,8,1,0,0,0,1,5,0,9.0,8,8,39,36,10,1,0,4,3,0,0,7,138,1.00
20200826,WO,12,1,0,0,0,1,4,0,9.1,6,6,44,36,10,2,0,1,7,0,0,6,210,1.50
20200827,HH,3,1,0,0,1,0,0,0,9.0,0,0,33,32,8,0,0,0,0,0,1,6,128,0.38
20200827,HT,2,1,0,0,0,1,0,0,8.0,10,5,42,36,14,4,0,2,2,0,1,6,140,1.33
20200827,KT,3,1,0,0,0,1,0,0,8.0,2,1,31,29,6,0,1,0,2,0,0,7,122,0.60
20200827,LG,3,1,0,0,1,0,1,1,9.0,0,0,35,29,2,1,0,0,4,0,2,5,142,0.00
20200827,LT,6,1,0,0,0,1,0,0,9.0,11,9,45,40,15,5,0,3,3,0,1,2,152,1.62
20200827,NC,6,1,0,0,1,0,0,0,9.0,2,2,39,37,13,6,0,0,2,0,0,4,151,1.20
20200827,OB,5,1,0,0,0,1,0,0,8.0,8,8,40,35,13,2,1,1,4,0,1,9,163,3.43
20200827,SK,4,1,0,0,1,0,1,0,9.0,4,4,37,33,8,2,0,0,2,0,1,12,139,1.29
20200827,SS,4,1,0,0,0,1,0,0,8.0,7,7,38,33,11,1,1,0,4,0,0,3,146,2.00
20200827,WO,5,1,0,0,1,0,0,0,9.0,6,6,43,36,12,2,0,0,5,0,1,5,168,2.00
20200828,HT,6,1,0,0,1,0,1,1,9.0,8,7,44,33,11,2,2,1,6,0,3,10,180,2.00
20200828,KT,7,1,0,0,0,1,1,0,10.2,6,6,47,40,12,3,0,0,4,1,1,6,177,2.67
20200828,LG,7,1,0,0,1,0,0,0,11.0,5,5,40,36,5,1,0,2,3,0,1,13,164,2.00
20200828,LT,8,1,0,0,0,1,1,0,9.0,8,7,44,36,11,3,0,2,7,1,0,7,196,1.91
20200828,NC,4,1,0,0,0,1,0,0,9.0,11,11,52,46,18,1,0,4,4,0,2,4,197,0.92
20200828,OB,3,1,0,0,1,0,0,0,9.0,4,4,39,35,10,1,1,1,4,0,0,4,145,2.40
20200828,SK,5,1,0,0,0,1,0,0,9.0,11,11,45,39,13,0,0,4,4,0,0,8,193,1.09
20200828,WO,5,1,0,0,1,0,0,1,9.0,4,4,40,37,12,2,0,2,2,0,1,3,129,1.20
20200829,HH,7,1,0,0,0,1,0,0,8.0,9,9,40,33,11,3,0,4,6,0,0,5,135,2.50
20200829,LG,6,1,0,0,0,0,0,0,9.0,5,5,38,35,11,3,0,1,3,0,0,3,140,0.82
20200829,LT,4,1,0,0,1,0,1,1,9.0,7,7,40,38,11,0,1,2,2,0,0,13,166,4.50
20200829,NC,4,1,0,0,1,0,0,1,9.0,5,5,37,35,9,0,0,2,2,0,0,5,135,0.50
20200829,OB,7,1,0,0,0,0,2,0,9.0,5,5,38,37,10,2,0,2,1,0,0,13,154,1.00
20200829,SK,3,1,0,0,0,1,0,0,8.0,9,9,39,35,14,3,0,2,3,1,1,4,153,2.14
20200829,SS,4,1,0,0,1,0,0,1,9.0,4,4,35,30,8,2,0,0,3,0,0,3,119,1.50
20200829,WO,5,1,0,0,0,1,1,0,9.0,5,5,40,37,10,2,0,0,2,0,0,10,142,2.50
20200830,HH,3,1,0,0,0,1,0,0,8.0,6,2,37,34,10,3,0,0,3,0,0,6,145,1.88
20200830,HT,8,2,0,0,1,1,3,1,18.0,13,11,87,71,17,3,1,2,14,0,0,17,339,2.31
20200830,KT,8,2,0,0,1,1,2,1,17.0,12,9,78,67,20,3,0,1,7,0,1,9,275,1.57
20200830,LG,5,1,0,0,1,0,1,1,9.0,1,1,32,31,7,1,0,0,0,0,1,5,126,0.50
20200830,LT,3,1,0,0,1,0,0,0,9.0,2,2,35,33,6,1,0,0,2,0,0,6,127,1.50
20200830,NC,6,1,0,0,1,0,4,1,9.0,4,4,37,33,7,1,0,3,3,0,0,7,132,0.00
20200830,OB,5,1,0,0,0,1,0,0,8.0,4,4,37,30,8,2,0,1,6,1,0,6,162,1.67
20200830,SK,6,1,0,0,0,1,0,0,8.0,7,7,38,28,7,2,1,0,7,1,1,5,139,4.50
20200830,SS,5,1,0,0,0,1,0,0,8.0,3,3,37,34,11,1,1,0,3,0,0,4,178,0.75
20200830,WO,3,1,0,0,1,0,1,1,9.0,2,2,37,34,10,0,0,0,1,0,0,5,131,0.86
20200901,HH,5,1,0,0,0,1,0,0,8.0,4,3,36,33,10,2,0,0,2,0,0,5,137,1.67
20200901,HT,2,1,0,0,1,0,0,0,9.0,0,0,31,30,4,0,0,0,1,0,0,5,121,0.00
20200901,KT,5,1,0,0,1,0,0,0,9.0,2,2,35,29,6,1,0,0,6,0,0,3,153,0.75
20200901,LG,5,1,0,0,1,0,2,0,9.0,5,5,42,35,10,0,0,0,6,1,0,8,166,3.00
20200901,LT,7,1,0,0,0,1,0,0,8.0,11,8,41,37,14,2,0,2,3,0,0,7,163,3.43
20200901,NC,5,1,0,0,1,0,3,1,9.0,2,2,35,33,6,2,0,0,2,0,0,7,135,0.75
20200901,OB,3,1,0,0,1,0,0,0,9.0,0,0,29,29,3,0,0,0,0,0,0,9,125,
20200901,SK,7,1,0,0,0,1,0,0,9.0,13,11,49,38,11,3,0,3,8,1,1,10,193,3.75
20200901,SS,6,1,0,0,0,1,0,0,8.0,6,6,40,31,9,2,0,1,9,0,0,9,188,2.00
20200901,WO,7,1,0,0,0,1,0,0,9.0,5,5,38,32,10,2,0,1,4,0,0,10,160,0.67
20200902,NC,6,1,0,0,0,1,0,0,8.0,6,5,41,31,7,2,0,0,7,0,3,7,164,2.63
20200902,WO,5,1,0,0,1,0,0,1,9.0,4,4,38,34,9,3,0,1,2,0,2,5,136,2.25
20200903,HH,7,1,0,0,0,1,0,0,9.0,6,6,40,34,9,0,0,1,5,0,0,8,168,3.60
20200903,HT,3,1,0,0,1,0,1,1,9.0,3,3,33,30,5,2,0,0,2,0,1,6,129,3.00
20200903,KT,5,1,0,0,1,0,0,0,9.0,2,2,37,32,8,1,0,0,5,0,0,2,126,0.86
20200903,LG,7,1,0,0,1,0,0,1,9.0,5,5,43,40,16,2,0,0,2,0,1,11,161,1.36
20200903,LT,3,1,0,0,0,1,0,0,9.0,4,4,38,36,10,1,0,2,1,0,0,7,133,1.00
20200903,NC,5,1,0,0,0,1,3,0,8.0,6,2,35,32,9,1,0,1,2,0,0,8,131,1.29
20200903,OB,6,1,0,0,0,1,0,0,8.0,11,10,41,35,16,5,1,1,4,0,0,6,178,2.40
20200903,SK,4,1,0,0,0,1,0,0,8.0,6,6,38,34,12,3,0,0,4,0,0,6,162,2.40
20200903,SS,7,1,0,0,1,0,1,0,9.0,10,6,41,38,10,3,1,3,3,0,0,4,143,1.29
20200903,WO,5,1,0,0,1,0,2,1,9.0,5,3,44,38,11,2,0,1,4,0,2,8,157,0.90
20200904,HH,4,1,0,0,1,0,1,0,9.0,1,1,36,32,6,1,0,0,4,0,0,8,147,0.33
20200904,HT,12,2,0,0,1,1,1,1,17.0,12,12,74,63,19,0,0,2,7,0,2,14,304,1.31
20200904,KT,7,2,0,0,2,0,0,0,18.0,7,7,71,66,15,2,0,3,2,0,1,12,240,1.80
20200904,LG,9,1,0,0,0,0,0,0,12.0,5,5,55,46,13,1,0,0,4,1,3,15,235,2.63
20200904,LT,10,2,0,0,1,1,1,0,18.0,13,12,80,71,18,5,0,2,6,0,1,18,318,1.40
20200904,NC,10,1,0,0,0,0,3,0,12.0,5,5,57,46,13,3,1,0,8,1,1,14,222,1.60
20200904,OB,6,1,0,0,0,1,0,0,8.0,12,11,48,37,16,3,0,2,9,0,0,3,191,2.57
20200904,SK,8,2,0,0,0,2,0,0,16.2,17,17,81,68,22,5,0,5,12,0,0,10,318,1.05
20200904,SS,3,1,0,0,1,0,0,0,9.0,5,5,38,32,8,1,0,0,5,0,0,12,160,2.00
20200904,WO,7,1,0,0,0,1,0,0,8.0,7,7,40,30,10,1,0,0,7,0,0,7,174,4.13
20200905,HH,5,1,0,0,0,1,0,0,9.0,5,5,44,36,13,4,0,0,6,0,0,5,156,1.50
20200905,HT,4,1,0,0,1,0,2,1,9.0,4,4,37,33,8,2,0,1,3,0,0,11,141,0.38
20200905,KT,2,1,0,0,1,0,0,0,9.0,1,1,32,32,5,1,0,0,0,0,0,7,120,0.75
20200905,OB,2,1,0,0,1,0,0,0,9.0,1,1,32,30,5,0,0,1,1,0,1,7,117,
20200905,SK,5,1,0,0,0,1,0,0,8.0,5,5,38,29,6,1,0,0,9,0,0,5,159,3.00
20200905,WO,3,1,0,0,0,1,0,0,9.0,8,8,44,37,11,1,0,2,5,0,1,8,183,2.25
20200906,HH,5,1,0,0,0,1,0,0,9.0,8,7,41,35,10,5,0,1,3,0,1,9,167,2.57
20200906,HT,4,1,0,0,1,0,0,0,9.0,4,4,36,36,10,1,0,2,0,0,0,13,148,1.00
20200906,KT,9,1,0,0,1,0,2,1,9.0,7,7,38,34,9,2,0,2,3,0,1,10,167,1.80
20200906,LG,3,1,0,0,1,0,1,0,9.0,1,1,33,29,3,1,0,0,4,0,0,4,121,3.00
20200906,LT,5,1,0,0,0,1,0,0,9.0,7,5,44,42,14,4,0,2,1,1,0,8,163,1.29
20200906,NC,5,1,0,0,0,1,0,0,8.0,5,5,37,34,10,0,0,3,3,0,0,5,147,1.00
20200906,OB,4,1,0,0,1,0,0,0,9.0,0,0,33,31,3,0,0,0,2,0,0,7,111,1.00
20200906,SK,6,1,0,0,0,1,0,0,8.0,10,9,43,38,14,2,0,2,5,0,0,3,165,4.00
20200906,SS,4,1,0,0,1,0,0,1,9.0,3,3,33,31,5,0,0,1,2,0,0,10,130,0
20200906,WO,8,1,0,0,0,1,0,0,9.0,8,7,45,38,12,2,0,0,4,1,1,6,187,3.43
20200907,LG,5,1,0,0,0,1,0,0,8.0,12,12,45,39,16,6,0,2,5,0,1,4,172,4.71
20200907,LT,4,1,0,0,1,0,0,0,9.0,6,5,43,40,16,2,0,1,3,0,0,9,181,3.00
20200908,HH,5,1,0,0,1,0,0,1,10.0,2,2,40,36,7,1,0,0,3,0,0,6,173,1.00
20200908,HT,7,1,0,0,1,0,1,1,9.0,2,2,43,35,11,3,1,0,6,0,2,3,160,0.90
20200908,KT,4,1,0,0,0,1,0,0,8.0,8,8,39,36,12,7,0,1,3,0,0,5,132,1.50
20200908,LG,3,1,0,0,0,1,0,0,8.0,3,1,34,31,7,4,0,0,3,1,0,5,124,1.71
20200908,LT,6,1,0,0,0,1,0,0,8.0,14,10,46,42,17,5,0,0,3,0,1,6,168,4.50
20200908,NC,4,1,0,0,1,0,0,0,9.0,2,2,38,33,6,1,0,0,5,0,0,6,149,0.86
20200908,OB,4,1,0,0,1,0,0,0,9.0,0,0,38,33,6,1,0,0,5,0,0,7,157,1.80
20200908,SK,6,1,0,0,0,1,1,0,9.0,16,16,49,43,17,4,0,5,6,0,0,7,196,4.80
20200908,SS,8,1,0,0,0,1,0,0,10.0,4,4,43,36,10,2,0,0,3,0,0,9,173,1.29
20200908,WO,8,1,0,0,1,0,1,1,9.0,15,12,51,45,16,4,0,3,4,0,1,8,186,2.63
20200909,HH,8,2,0,0,1,0,0,0,18.0,4,4,71,62,10,0,0,1,7,0,1,15,290,0.67
20200909,KT,6,1,0,0,1,0,0,1,11.0,2,2,46,41,10,2,0,0,3,0,0,6,161,1.29
20200909,LT,5,1,0,0,1,0,2,0,10.0,5,5,47,42,11,4,1,1,5,1,0,9,194,0.75
20200909,NC,7,1,0,0,0,1,0,0,10.0,7,7,48,36,8,3,0,0,8,0,2,7,184,1.39
20200909,OB,7,1,0,0,0,1,0,0,11.0,4,3,43,38,5,0,0,1,4,0,0,13,179,0.75
20200909,SK,8,1,0,0,0,1,0,0,9.0,13,11,53,35,11,2,0,1,16,0,0,5,238,2.31
20200909,SS,8,2,0,0,0,1,0,0,18.0,11,11,85,75,22,2,0,3,6,0,3,15,289,1.40
20200909,WO,5,1,0,0,1,0,1,0,9.0,4,4,37,35,9,1,0,2,2,0,0,3,135,1.00
20200910,HH,5,1,0,0,0,1,0,0,9.0,5,5,41,36,9,1,0,1,4,0,1,5,153,1.29
20200910,HT,5,1,0,0,0,1,0,0,9.0,5,5,42,36,9,0,0,0,6,0,0,9,174,2.00
20200910,KT,7,1,0,0,0,1,0,0,8.0,13,12,46,36,13,3,0,3,8,0,1,4,176,4.29
20200910,LG,4,1,0,0,1,0,1,0,9.0,1,1,36,32,6,1,0,1,3,0,0,7,136,0.00
20200910,LT,4,1,0,0,1,0,0,0,9.0,8,8,41,37,10,5,0,0,3,0,0,6,147,1.15
20200910,NC,8,1,0,0,1,0,2,0,9.0,8,8,37,32,8,0,1,4,1,0,3,7,126,1.00
20200910,OB,4,1,0,0,1,0,2,0,9.0,4,4,36,32,7,0,1,1,4,0,0,7,162,1.20
20200910,SK,3,1,0,0,1,0,0,0,9.0,1,1,34,30,5,0,0,0,3,0,1,9,127,1.20
20200910,SS,7,1,0,0,0,1,1,0,8.0,13,13,50,45,21,3,0,2,5,0,0,6,200,2.25
20200910,WO,5,1,0,0,0,1,0,0,8.0,6,4,40,35,10,2,0,1,5,0,0,7,149,2.14
20200911,HH,3,1,0,0,0,1,0,0,9.0,4,3,36,33,8,3,0,0,2,0,0,5,139,0.50
20200911,KT,4,1,0,0,0,1,0,0,8.0,9,9,40,37,13,4,0,3,3,0,0,7,154,2.63
20200911,LG,3,1,0,0,0,1,0,0,9.0,8,8,41,38,13,3,1,0,0,0,2,4,130,1.88
20200911,LT,5,1,0,0,1,0,0,0,9.0,4,3,38,36,8,0,0,2,1,0,0,9,162,0.50
20200911,NC,4,1,0,0,1,0,0,0,9.0,1,1,38,31,6,0,1,1,5,0,1,10,153,0.75
20200911,SK,4,1,0,0,1,0,1,1,9.0,3,3,38,34,6,1,0,0,4,0,0,12,162,1.20
20200911,SS,6,1,0,0,0,1,0,0,8.0,12,12,45,37,14,2,0,1,8,0,0,8,182,3.30
20200911,WO,5,1,0,0,1,0,0,0,9.0,2,2,38,33,8,1,0,0,3,0,0,11,153,0.50
20200912,HH,5,1,0,0,0,1,0,0,8.0,5,5,38,31,9,1,0,0,5,0,1,3,160,1.25
20200912,HT,4,1,0,0,1,0,0,0,9.0,3,3,35,32,6,1,0,1,3,0,0,7,155,1.80
20200912,KT,4,1,0,0,1,0,2,1,9.0,2,2,36,35,7,0,0,0,1,0,0,10,126,1.00
20200912,LG,5,1,0,0,0,1,0,0,9.0,5,5,36,32,7,0,1,2,4,0,0,8,151,2.00
20200912,LT,3,1,0,0,0,1,0,0,8.0,2,1,32,29,5,1,0,0,3,0,0,2,125,1.20
20200912,NC,8,1,0,0,0,1,0,0,9.0,11,10,48,40,14,5,0,2,6,0,2,2,188,2.70
20200912,OB,4,1,0,0,0,1,0,0,8.0,2,2,36,31,9,2,0,0,3,0,1,6,141,2.00
20200912,SK,4,1,0,0,1,0,2,1,9.0,1,1,36,30,6,0,0,0,5,0,0,6,145,0.00
20200912,SS,2,1,0,0,1,0,0,0,9.0,1,1,30,29,2,0,0,1,1,0,0,6,122,0.00
20200912,WO,4,1,0,0,1,0,2,1,9.0,0,0,31,29,4,1,0,0,2,0,0,8,123,0.00
20200913,HH,7,1,0,0,0,1,4,0,8.2,5,5,39,33,12,1,0,0,3,0,0,11,154,0.67
20200913,HT,5,1,0,0,1,0,2,1,9.0,3,3,41,32,8,0,0,0,4,0,2,6,156,0.64
20200913,KT,6,1,0,0,1,0,0,0,9.0,4,3,39,30,6,1,0,0,5,0,2,6,166,1.29
20200913,LG,5,1,0,0,0,1,0,0,9.0,11,9,51,42,18,1,1,1,5,0,0,5,191,2.25
20200913,LT,2,1,0,0,0,1,0,0,8.0,3,3,29,27,4,0,0,2,1,0,1,5,96,0.00
20200913,NC,5,1,0,0,0,1,0,0,9.0,4,4,38,33,10,1,0,0,3,0,0,5,150,2.40
20200913,OB,8,1,0,0,0,0,2,0,12.0,6,6,60,49,13,1,0,0,10,1,1,15,242,2.31
20200913,SK,4,1,0,0,1,0,2,1,9.0,1,1,36,29,5,0,0,0,5,0,1,1,126,0.60
20200913,SS,1,1,1,1,1,0,0,0,9.0,0,0,32,31,4,1,0,0,1,0,0,10,110,0.00
20200913,WO,10,1,0,0,0,0,0,0,12.0,6,5,56,48,15,2,0,0,7,0,0,7,223,1.00
20200915,HH,6,1,0,0,1,0,0,0,10.0,5,4,42,39,8,2,0,1,3,0,0,14,185,0.60
20200915,HT,5,1,0,0,0,1,0,0,9.0,16,15,52,40,17,1,0,2,9,0,1,5,190,2.20
20200915,KT,3,1,0,0,0,1,0,0,9.0,7,6,42,37,14,1,0,1,4,1,0,1,137,2.10
20200915,LG,5,1,0,0,0,1,0,0,9.2,6,6,45,38,11,1,0,0,5,0,2,10,161,2.40
20200915,LT,7,1,0,0,1,0,1,1,9.0,5,5,46,38,11,1,0,0,7,0,1,7,190,0.80
20200915,NC,3,1,0,0,0,1,0,0,8.0,7,5,35,30,8,3,0,0,2,0,2,3,128,1.71
20200915,OB,5,1,0,0,1,0,0,0,9.0,3,3,37,33,6,1,1,0,3,0,1,5,150,0.75
20200915,SK,4,1,0,0,1,0,0,0,9.0,1,1,34,29,5,0,0,0,5,0,0,4,138,1.20
20200915,SS,4,1,0,0,1,0,0,0,9.0,0,0,38,36,8,1,0,0,2,0,0,11,171,0.50
20200915,WO,7,1,0,0,0,1,0,0,9.0,8,8,39,33,10,3,0,1,5,0,0,3,162,1.67
20200916,HH,4,1,0,0,0,1,0,0,9.0,11,10,46,40,15,8,0,0,6,0,0,5,162,3.75
20200916,HT,6,1,0,0,0,1,3,0,9.0,7,5,45,37,11,4,0,0,8,1,0,5,193,2.73
20200916,KT,6,1,0,0,1,0,0,0,9.0,6,6,45,39,14,1,0,0,6,0,0,4,171,1.62
20200916,LG,4,1,0,0,1,0,0,0,9.0,5,5,39,35,9,0,1,2,3,0,1,11,148,1.00
20200916,LT,4,1,0,0,1,0,0,0,9.0,2,1,37,32,4,1,0,0,4,0,1,12,160,0.50
20200916,NC,5,1,0,0,1,0,3,1,9.0,3,3,33,32,7,1,0,0,0,0,1,6,133,6.00
20200916,OB,7,1,0,0,0,1,0,0,9.0,5,4,39,34,8,1,0,2,4,0,0,10,158,1.50
20200916,SK,5,1,0,0,1,0,0,1,9.0,6,6,41,33,10,1,0,1,4,0,2,6,162,1.71
20200916,SS,7,1,0,0,0,1,0,0,8.0,11,11,46,43,19,4,0,1,2,0,1,8,190,2.18
20200916,WO,7,1,0,0,0,1,0,0,9.0,8,8,44,39,14,4,0,0,4,0,0,6,173,3.00
20200917,HH,5,1,0,0,0,1,0,0,8.0,5,5,35,26,4,2,0,0,8,0,0,9,152,2.14
20200917,HT,4,1,0,0,1,0,0,0,9.0,2,2,37,33,7,0,0,0,3,0,0,11,153,0.50
20200917,KT,2,1,0,0,1,0,0,1,9.0,0,0,33,33,6,0,0,0,0,0,0,5,105,0.00
20200917,LG,2,1,0,0,1,0,0,0,9.0,1,1,34,34,8,2,0,0,0,0,0,5,127,0.86
20200917,LT,6,1,0,0,0,1,0,0,8.0,9,9,39,34,8,0,0,2,4,0,0,6,158,2.50
20200917,NC,3,1,0,0,1,0,1,1,9.0,0,0,33,30,4,0,0,0,1,0,1,11,124,0.60
20200917,OB,3,1,0,0,0,1,0,0,8.0,3,3,35,31,9,1,1,0,3,1,0,8,157,1.00
20200917,SK,7,1,0,0,0,1,0,0,9.0,3,3,38,34,9,1,0,2,3,1,0,6,146,1.80
20200917,SS,5,1,0,0,0,1,0,0,9.0,12,12,44,40,16,4,0,3,3,0,0,6,167,1.50
20200917,WO,3,1,0,0,1,0,1,1,9.0,2,2,32,29,3,0,0,0,1,0,1,13,128,2.00
20200918,HH,5,1,0,0,1,0,2,1,9.0,0,0,34,31,4,2,0,0,3,0,0,9,135,0.50
20200918,HT,5,1,0,0,1,0,0,0,9.0,5,3,40,35,9,2,0,0,4,0,0,9,155,0.75
20200918,KT,6,1,0,0,1,0,3,0,11.0,4,3,45,41,11,1,0,1,2,0,0,4,159,1.29
20200918,LG,5,1,0,0,0,1,0,0,9.0,5,3,40,36,8,1,0,0,4,0,0,8,149,1.50
20200918,LT,4,1,0,0,1,0,1,1,9.0,3,3,38,34,7,1,0,1,4,0,0,6,146,3.00
20200918,NC,7,1,0,0,1,0,4,0,9.0,5,5,37,31,8,2,0,3,6,0,0,4,145,3.00
20200918,OB,5,1,0,0,0,1,0,0,10.1,5,5,46,40,11,1,0,2,4,1,1,11,183,1.00
20200918,SK,4,1,0,0,0,1,0,0,9.0,9,9,40,31,8,0,1,1,5,0,2,6,157,1.80
20200918,SS,7,1,0,0,0,1,0,0,9.0,13,13,49,39,15,2,0,2,5,0,3,4,207,2.33
20200918,WO,5,1,0,0,0,1,0,0,9.0,2,1,37,36,8,1,0,0,0,0,1,10,149,1.00
20200919,HH,4,1,0,0,0,1,0,0,8.0,8,6,35,29,10,2,0,0,3,0,1,4,151,1.67
20200919,HT,3,1,0,0,1,0,0,0,9.0,0,0,31,31,5,0,0,0,0,0,0,11,108,0.00
20200919,KT,6,1,0,0,1,0,4,0,9.0,0,0,34,30,3,0,0,0,4,0,0,6,138,0.00
20200919,LG,5,1,0,0,1,0,0,1,9.0,6,6,39,36,10,2,0,2,3,0,0,8,164,1.50
20200919,LT,4,1,0,0,1,0,0,1,9.0,1,1,36,34,10,0,0,1,1,0,1,7,127,0.00
20200919,NC,3,1,0,0,0,1,0,0,8.0,5,5,38,30,7,1,0,2,7,0,1,8,167,6.00
20200919,OB,7,1,0,0,0,1,0,0,9.0,9,9,47,40,18,1,0,2,3,0,1,6,178,1.36
20200919,SK,5,1,0,0,0,1,0,0,9.0,5,2,41,34,8,0,0,0,6,0,0,11,157,1.88
20200919,SS,6,1,0,0,0,1,0,0,9.0,8,8,43,39,15,3,0,0,3,0,0,12,180,1.39
20200919,WO,5,1,0,0,1,0,1,1,9.0,7,6,40,37,11,3,0,2,2,0,1,6,153,2.40
20200920,HH,5,1,0,0,1,0,0,0,9.0,3,3,38,33,9,1,0,1,4,0,0,7,157,1.29
20200920,HT,7,1,0,0,0,1,0,0,9.0,11,11,50,40,16,4,0,1,6,0,2,10,217,3.00
20200920,KT,4,1,0,0,1,0,1,0,9.0,2,1,31,28,3,1,0,0,3,0,0,4,141,0.75
20200920,LG,6,1,0,0,0,1,1,0,8.2,6,6,45,31,9,1,0,1,12,0,2,6,191,1.24
20200920,LT,9,2,0,0,0,2,0,0,18.0,13,13,82,72,23,1,1,2,6,3,0,14,300,2.31
20200920,NC,12,2,0,0,2,0,1,1,18.0,4,3,79,71,19,1,0,1,8,0,0,17,330,0.95
20200920,OB,5,1,0,0,1,0,0,0,9.0,5,5,38,37,10,3,1,2,1,0,0,11,158,2.25
20200920,SK,5,1,0,0,0,1,0,0,9.0,10,6,43,37,11,2,0,1,4,0,1,10,171,1.80
20200920,SS,5,1,0,0,1,0,0,0,9.0,6,6,41,37,13,2,0,1,4,0,0,7,161,1.50
20200920,WO,8,1,0,0,0,1,0,0,8.0,14,9,48,42,18,0,0,3,5,0,0,6,192,1.60
